"REF_DATE","GEO","DGUID","Type of crop","Supply and disposition of grains","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996-12","Canada","2016A000011124","Wheat, excluding durum","Grain exports","Metric tonnes","214","thousands","3","v73866501","1.3.9","5644.0","","","","1"
"1996-12","Canada","2016A000011124","Wheat, excluding durum","Product exports","Metric tonnes","214","thousands","3","v73866502","1.3.10","81.4","","","","1"
"1996-12","Canada","2016A000011124","Wheat, excluding durum","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866503","1.3.11","3467.1","","","","1"
"1996-12","Canada","2016A000011124","Wheat, excluding durum","Human food","Metric tonnes","214","thousands","3","v73866504","1.3.12","1029.3","","","","1"
"1996-12","Canada","2016A000011124","Wheat, excluding durum","Seed requirements","Metric tonnes","214","thousands","3","v73866505","1.3.13","35.3","","","","1"
"1996-12","Canada","2016A000011124","Wheat, excluding durum","Industrial use","Metric tonnes","214","thousands","3","v73866506","1.3.14","22.0","","","","1"
"1996-12","Canada","2016A000011124","Wheat, excluding durum","Loss in handling","Metric tonnes","214","thousands","3","v73866507","1.3.15","11.1","","","","1"
"1996-12","Canada","2016A000011124","Wheat, excluding durum","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866508","1.3.16","2369.4","","","","1"
"1996-12","Canada","2016A000011124","Wheat, excluding durum","Total ending stocks","Metric tonnes","214","thousands","3","v73866509","1.3.18","20800.0","","","","1"
"1996-12","Canada","2016A000011124","Wheat, excluding durum","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866510","1.3.19","16155.0","","","","1"
"1996-12","Canada","2016A000011124","Wheat, excluding durum","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866511","1.3.20","4645.0","","","","1"
"1996-12","Canada","2016A000011124","Oats","Total supplies","Metric tonnes","214","thousands","3","v73866512","1.4.1","4776.6","","","","1"
"1996-12","Canada","2016A000011124","Oats","Total beginning stocks","Metric tonnes","214","thousands","3","v73866513","1.4.2","411.0","","","","1"
"1996-12","Canada","2016A000011124","Oats","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866514","1.4.3","310.0","","","","1"
"1996-12","Canada","2016A000011124","Oats","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866515","1.4.4","101.0","","","","1"
"1996-12","Canada","2016A000011124","Oats","Production","Metric tonnes","214","thousands","3","v73866516","1.4.5","4361.1","","","","1"
"1996-12","Canada","2016A000011124","Oats","Imports","Metric tonnes","214","thousands","3","v73866517","1.4.6","4.5","","","","1"
"1996-12","Canada","2016A000011124","Oats","Total disposition","Metric tonnes","214","thousands","3","v73866518","1.4.7","4776.6","","","","1"
"1996-12","Canada","2016A000011124","Oats","Total exports","Metric tonnes","214","thousands","3","v73866519","1.4.8","897.3","","","","1"
"1996-12","Canada","2016A000011124","Oats","Grain exports","Metric tonnes","214","thousands","3","v73866520","1.4.9","820.9","","","","1"
"1996-12","Canada","2016A000011124","Oats","Product exports","Metric tonnes","214","thousands","3","v73866521","1.4.10","76.4","","","","1"
"1996-12","Canada","2016A000011124","Oats","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866522","1.4.11","1087.3","","","","1"
"1996-12","Canada","2016A000011124","Oats","Human food","Metric tonnes","214","thousands","3","v73866523","1.4.12","61.2","","","","1"
"1996-12","Canada","2016A000011124","Oats","Seed requirements","Metric tonnes","214","thousands","3","v73866524","1.4.13","0.0","","","","1"
"1996-12","Canada","2016A000011124","Oats","Industrial use","Metric tonnes","214","thousands","3","v73866525","1.4.14","0.0","","","","1"
"1996-12","Canada","2016A000011124","Oats","Loss in handling","Metric tonnes","214","thousands","3","v73866526","1.4.15","1.8","","","","1"
"1996-12","Canada","2016A000011124","Oats","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866527","1.4.16","1024.3","","","","1"
"1996-12","Canada","2016A000011124","Oats","Total ending stocks","Metric tonnes","214","thousands","3","v73866528","1.4.18","2792.0","","","","1"
"1996-12","Canada","2016A000011124","Oats","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866529","1.4.19","2575.0","","","","1"
"1996-12","Canada","2016A000011124","Oats","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866530","1.4.20","217.0","","","","1"
"1996-12","Canada","2016A000011124","Barley","Total supplies","Metric tonnes","214","thousands","3","v73866531","1.5.1","17307.7","","","","1"
"1996-12","Canada","2016A000011124","Barley","Total beginning stocks","Metric tonnes","214","thousands","3","v73866532","1.5.2","1740.0","","","","1"
"1996-12","Canada","2016A000011124","Barley","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866533","1.5.3","885.0","","","","1"
"1996-12","Canada","2016A000011124","Barley","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866534","1.5.4","855.0","","","","1"
"1996-12","Canada","2016A000011124","Barley","Production","Metric tonnes","214","thousands","3","v73866535","1.5.5","15562.0","","","","1"
"1996-12","Canada","2016A000011124","Barley","Imports","Metric tonnes","214","thousands","3","v73866536","1.5.6","5.7","","","","1"
"1996-12","Canada","2016A000011124","Barley","Total disposition","Metric tonnes","214","thousands","3","v73866537","1.5.7","17307.7","","","","1"
"1996-12","Canada","2016A000011124","Barley","Total exports","Metric tonnes","214","thousands","3","v73866538","1.5.8","1850.9","","","","1"
"1996-12","Canada","2016A000011124","Barley","Grain exports","Metric tonnes","214","thousands","3","v73866539","1.5.9","1641.9","","","","1"
"1996-12","Canada","2016A000011124","Barley","Product exports","Metric tonnes","214","thousands","3","v73866540","1.5.10","209.0","","","","1"
"1996-12","Canada","2016A000011124","Barley","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866541","1.5.11","4695.8","","","","1"
"1996-12","Canada","2016A000011124","Barley","Human food","Metric tonnes","214","thousands","3","v73866542","1.5.12","2.5","","","","1"
"1996-12","Canada","2016A000011124","Barley","Seed requirements","Metric tonnes","214","thousands","3","v73866543","1.5.13","0.0","","","","1"
"1996-12","Canada","2016A000011124","Barley","Industrial use","Metric tonnes","214","thousands","3","v73866544","1.5.14","146.0","","","","1"
"1996-12","Canada","2016A000011124","Barley","Loss in handling","Metric tonnes","214","thousands","3","v73866545","1.5.15","6.9","","","","1"
"1996-12","Canada","2016A000011124","Barley","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866546","1.5.16","4540.4","","","","1"
"1996-12","Canada","2016A000011124","Barley","Total ending stocks","Metric tonnes","214","thousands","3","v73866547","1.5.18","10761.0","","","","1"
"1996-12","Canada","2016A000011124","Barley","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866548","1.5.19","9735.0","","","","1"
"1996-12","Canada","2016A000011124","Barley","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866549","1.5.20","1026.0","","","","1"
"1996-12","Canada","2016A000011124","Rye","Total supplies","Metric tonnes","214","thousands","3","v73866550","1.6.1","352.5","","","","1"
"1996-12","Canada","2016A000011124","Rye","Total beginning stocks","Metric tonnes","214","thousands","3","v73866551","1.6.2","43.0","","","","1"
"1996-12","Canada","2016A000011124","Rye","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866552","1.6.3","17.0","","","","1"
"1996-12","Canada","2016A000011124","Rye","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866553","1.6.4","26.0","","","","1"
"1996-12","Canada","2016A000011124","Rye","Production","Metric tonnes","214","thousands","3","v73866554","1.6.5","309.4","","","","1"
"1996-12","Canada","2016A000011124","Rye","Imports","Metric tonnes","214","thousands","3","v73866555","1.6.6","0.1","","","","1"
"1996-12","Canada","2016A000011124","Rye","Total disposition","Metric tonnes","214","thousands","3","v73866556","1.6.7","352.5","","","","1"
"1996-12","Canada","2016A000011124","Rye","Total exports","Metric tonnes","214","thousands","3","v73866557","1.6.8","102.1","","","","1"
"1996-12","Canada","2016A000011124","Rye","Grain exports","Metric tonnes","214","thousands","3","v73866558","1.6.9","102.1","","","","1"
"1996-12","Canada","2016A000011124","Rye","Product exports","Metric tonnes","214","thousands","3","v73866559","1.6.10","0.0","","","","1"
"1996-12","Canada","2016A000011124","Rye","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866560","1.6.11","104.4","","","","1"
"1996-12","Canada","2016A000011124","Rye","Human food","Metric tonnes","214","thousands","3","v73866561","1.6.12","4.9","","","","1"
"1996-12","Canada","2016A000011124","Rye","Seed requirements","Metric tonnes","214","thousands","3","v73866562","1.6.13","15.4","","","","1"
"1996-12","Canada","2016A000011124","Rye","Industrial use","Metric tonnes","214","thousands","3","v73866563","1.6.14","20.0","","","","1"
"1996-12","Canada","2016A000011124","Rye","Loss in handling","Metric tonnes","214","thousands","3","v73866564","1.6.15","1.2","","","","1"
"1996-12","Canada","2016A000011124","Rye","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866565","1.6.16","62.8","","","","1"
"1996-12","Canada","2016A000011124","Rye","Total ending stocks","Metric tonnes","214","thousands","3","v73866566","1.6.18","146.0","","","","1"
"1996-12","Canada","2016A000011124","Rye","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866567","1.6.19","106.0","","","","1"
"1996-12","Canada","2016A000011124","Rye","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866568","1.6.20","40.0","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Total supplies","Metric tonnes","214","thousands","3","v73866569","1.7.1","1041.4","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Total beginning stocks","Metric tonnes","214","thousands","3","v73866570","1.7.2","190.0","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866571","1.7.3","60.0","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866572","1.7.4","130.0","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Production","Metric tonnes","214","thousands","3","v73866573","1.7.5","851.0","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Imports","Metric tonnes","214","thousands","3","v73866574","1.7.6","0.4","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Total disposition","Metric tonnes","214","thousands","3","v73866575","1.7.7","1041.4","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Total exports","Metric tonnes","214","thousands","3","v73866576","1.7.8","312.0","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866577","1.7.11","79.4","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Human food","Metric tonnes","214","thousands","3","v73866578","1.7.12","0.0","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Seed requirements","Metric tonnes","214","thousands","3","v73866579","1.7.13","0.0","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Industrial use","Metric tonnes","214","thousands","3","v73866580","1.7.14","","x","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Loss in handling","Metric tonnes","214","thousands","3","v73866581","1.7.15","0.3","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866582","1.7.16","","x","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Total ending stocks","Metric tonnes","214","thousands","3","v73866583","1.7.18","650.0","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866584","1.7.19","520.0","","","","1"
"1996-12","Canada","2016A000011124","Flaxseed","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866585","1.7.20","130.0","","","","1"
"1996-12","Canada","2016A000011124","Canola","Total supplies","Metric tonnes","214","thousands","3","v73866586","1.8.1","6151.1","","","","1"
"1996-12","Canada","2016A000011124","Canola","Total beginning stocks","Metric tonnes","214","thousands","3","v73866587","1.8.2","1030.0","","","","1"
"1996-12","Canada","2016A000011124","Canola","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866588","1.8.3","460.0","","","","1"
"1996-12","Canada","2016A000011124","Canola","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866589","1.8.4","570.0","","","","1"
"1996-12","Canada","2016A000011124","Canola","Production","Metric tonnes","214","thousands","3","v73866590","1.8.5","5062.3","","","","1"
"1996-12","Canada","2016A000011124","Canola","Imports","Metric tonnes","214","thousands","3","v73866591","1.8.6","58.8","","","","1"
"1996-12","Canada","2016A000011124","Canola","Total disposition","Metric tonnes","214","thousands","3","v73866592","1.8.7","6151.1","","","","1"
"1996-12","Canada","2016A000011124","Canola","Total exports","Metric tonnes","214","thousands","3","v73866593","1.8.8","1224.5","","","","1"
"1996-12","Canada","2016A000011124","Canola","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866594","1.8.11","1428.6","","","","1"
"1996-12","Canada","2016A000011124","Canola","Human food","Metric tonnes","214","thousands","3","v73866595","1.8.12","0.0","","","","1"
"1996-12","Canada","2016A000011124","Canola","Seed requirements","Metric tonnes","214","thousands","3","v73866596","1.8.13","0.0","","","","1"
"1996-12","Canada","2016A000011124","Canola","Industrial use","Metric tonnes","214","thousands","3","v73866597","1.8.14","1175.9","","","","1"
"1996-12","Canada","2016A000011124","Canola","Loss in handling","Metric tonnes","214","thousands","3","v73866598","1.8.15","1.4","","","","1"
"1996-12","Canada","2016A000011124","Canola","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866599","1.8.16","251.3","","","","1"
"1996-12","Canada","2016A000011124","Canola","Total ending stocks","Metric tonnes","214","thousands","3","v73866600","1.8.18","3498.0","","","","1"
"1996-12","Canada","2016A000011124","Canola","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866601","1.8.19","2878.0","","","","1"
"1996-12","Canada","2016A000011124","Canola","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866602","1.8.20","620.0","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Total supplies","Metric tonnes","214","thousands","3","v73866603","1.9.1","2373.0","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Total beginning stocks","Metric tonnes","214","thousands","3","v73866604","1.9.2","164.0","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866605","1.9.3","14.0","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866606","1.9.4","150.0","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Production","Metric tonnes","214","thousands","3","v73866607","1.9.5","2169.5","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Imports","Metric tonnes","214","thousands","3","v73866608","1.9.6","39.5","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Total disposition","Metric tonnes","214","thousands","3","v73866609","1.9.7","2373.0","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Total exports","Metric tonnes","214","thousands","3","v73866610","1.9.8","282.4","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866611","1.9.11","633.6","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Seed requirements","Metric tonnes","214","thousands","3","v73866612","1.9.13","0.0","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Industrial use","Metric tonnes","214","thousands","3","v73866613","1.9.14","460.2","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866614","1.9.17","173.4","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Total ending stocks","Metric tonnes","214","thousands","3","v73866615","1.9.18","1457.0","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866616","1.9.19","707.0","","","","1"
"1996-12","Canada","2016A000011124","Soybeans","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866617","1.9.20","750.0","","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Total supplies","Metric tonnes","214","thousands","3","v73866618","1.10.1","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Total beginning stocks","Metric tonnes","214","thousands","3","v73866619","1.10.2","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866620","1.10.3","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866621","1.10.4","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Production","Metric tonnes","214","thousands","3","v73866622","1.10.5","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Imports","Metric tonnes","214","thousands","3","v73866623","1.10.6","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Total disposition","Metric tonnes","214","thousands","3","v73866624","1.10.7","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Total exports","Metric tonnes","214","thousands","3","v73866625","1.10.8","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866626","1.10.11","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Seed requirements","Metric tonnes","214","thousands","3","v73866627","1.10.13","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866628","1.10.17","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Total ending stocks","Metric tonnes","214","thousands","3","v73866629","1.10.18","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866630","1.10.19","","..","","","1"
"1996-12","Canada","2016A000011124","Dry peas","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866631","1.10.20","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Total supplies","Metric tonnes","214","thousands","3","v73866632","1.11.1","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Total beginning stocks","Metric tonnes","214","thousands","3","v73866633","1.11.2","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866634","1.11.3","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866635","1.11.4","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Production","Metric tonnes","214","thousands","3","v73866636","1.11.5","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Imports","Metric tonnes","214","thousands","3","v73866637","1.11.6","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Total disposition","Metric tonnes","214","thousands","3","v73866638","1.11.7","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866640","1.11.11","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Seed requirements","Metric tonnes","214","thousands","3","v73866641","1.11.13","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866642","1.11.17","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Total ending stocks","Metric tonnes","214","thousands","3","v73866643","1.11.18","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866644","1.11.19","","..","","","1"
"1996-12","Canada","2016A000011124","Lentils","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866645","1.11.20","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Total beginning stocks","Metric tonnes","214","thousands","3","v73866647","1.12.2","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866648","1.12.3","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866649","1.12.4","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Production","Metric tonnes","214","thousands","3","v73866650","1.12.5","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Total disposition","Metric tonnes","214","thousands","3","v73866652","1.12.7","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866654","1.12.11","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Seed requirements","Metric tonnes","214","thousands","3","v73866655","1.12.13","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866656","1.12.17","","..","","","1"
"1996-12","Canada","2016A000011124","Mustard seed","Total ending stocks","Metric tonnes","214","thousands","3","v73866657","1.12.18","","..","","","1"
